day,S,H,Flr,W,Pi,V,breach,depth,K_L,K_S1,T_L_rem,T_S1_rem,tS,tL,roll_count,breach_days,depth_sum,event
59,422.93045313771177,436.07468783422195,106.82400000000001,-81.16713356078014,-19.787313046771438,321.9760065301602,0,0.0,335.1533160548086,53.412000000000006,15,955,59,19,2,0,0.0,
60,423.9161319815365,436.07468783422195,106.82400000000001,-141.71133419095912,37.90209805026274,320.10689584084014,0,0.0,487.50355177876696,53.412000000000006,34,954,60,0,3,0,0.0,ROLL_L
61,516.6043014221976,516.6043014221976,106.82400000000001,-141.71133419095912,14.15145244775793,389.04441967899646,0,0.0,487.50355177876696,53.412000000000006,33,953,61,1,3,0,0.0,
62,512.4277726847296,516.6043014221976,106.82400000000001,-141.71133419095912,13.177232856281147,383.8936713500516,0,0.0,487.50355177876696,53.412000000000006,32,952,62,2,3,0,0.0,
63,511.8836472967136,516.6043014221976,106.82400000000001,-141.71133419095912,12.304342462952427,382.4766555687069,0,0.0,487.50355177876696,53.412000000000006,31,951,63,3,3,0,0.0,
64,492.8750473359759,516.6043014221976,106.82400000000001,-141.71133419095912,13.306651490782894,364.4703646357997,0,0.0,487.50355177876696,53.412000000000006,30,950,64,4,3,0,0.0,
65,477.45190363470243,516.6043014221976,106.82400000000001,-141.71133419095912,16.89849329091393,352.6390627346572,0,0.0,487.50355177876696,53.412000000000006,29,949,65,5,3,0,0.0,
66,477.199580661412,516.6043014221976,106.82400000000001,-141.71133419095912,16.180043278264574,351.6682897487175,0,0.0,487.50355177876696,53.412000000000006,28,948,66,6,3,0,0.0,
67,486.0450317948779,516.6043014221976,106.82400000000001,-141.71133419095912,8.936575091621975,353.27027269554077,0,0.0,487.50355177876696,53.412000000000006,27,947,67,7,3,0,0.0,
68,467.0003591115599,516.6043014221976,106.82400000000001,-141.71133419095912,17.33803598182681,342.62706090242756,0,0.0,487.50355177876696,53.412000000000006,26,946,68,8,3,0,0.0,
69,450.86662416143344,516.6043014221976,106.82400000000001,-141.71133419095912,24.902210730310394,334.0575007007847,0,0.0,487.50355177876696,53.412000000000006,25,945,69,9,3,0,0.0,
70,433.6560821021228,516.6043014221976,106.82400000000001,-141.71133419095912,41.0258987165571,332.9706466277208,0,0.0,487.50355177876696,53.412000000000006,24,944,70,10,3,0,0.0,
71,418.1467305008998,516.6043014221976,106.82400000000001,-141.71133419095912,51.68579111284119,328.1211874227819,0,0.0,487.50355177876696,53.412000000000006,23,943,71,11,3,0,0.0,
72,424.44225797293245,516.6043014221976,106.82400000000001,-141.71133419095912,38.93144547825901,321.66236926023237,0,0.0,487.50355177876696,53.412000000000006,22,942,72,12,3,0,0.0,
73,434.8766737052389,516.6043014221976,106.82400000000001,-141.71133419095912,35.749963153508205,328.91530266778796,0,0.0,487.50355177876696,53.412000000000006,21,941,73,13,3,0,0.0,
74,471.7326180888573,516.6043014221976,106.82400000000001,-141.71133419095912,7.71272696144451,337.7340108593427,0,0.0,487.50355177876696,53.412000000000006,20,940,74,14,3,0,0.0,
75,447.52649693690836,516.6043014221976,106.82400000000001,-141.71133419095912,27.350611809882256,333.1657745558315,0,0.0,487.50355177876696,53.412000000000006,19,939,75,15,3,0,0.0,
76,452.491171896604,516.6043014221976,106.82400000000001,-141.71133419095912,17.979927288904708,328.7597649945496,0,0.0,487.50355177876696,53.412000000000006,18,938,76,16,3,0,0.0,
77,451.59219778983476,516.6043014221976,106.82400000000001,-141.71133419095912,19.23784164551172,329.11870524438734,0,0.0,487.50355177876696,53.412000000000006,17,937,77,17,3,0,0.0,
78,457.5398350852477,516.6043014221976,106.82400000000001,-141.71133419095912,16.158034164179632,331.98653505846823,0,0.0,487.50355177876696,53.412000000000006,16,936,78,18,3,0,0.0,
79,474.09198598786077,516.6043014221976,106.82400000000001,-141.71133419095912,5.651766552954282,338.0324183498559,0,0.0,487.50355177876696,53.412000000000006,15,935,79,19,3,0,0.0,
80,472.7917605850256,516.6043014221976,106.82400000000001,-178.20614972039562,39.50950356579325,334.0951144304232,0,0.0,543.7105246727793,53.412000000000006,34,934,80,0,4,0,0.0,ROLL_L
81,489.324868941729,516.6043014221976,106.82400000000001,-178.20614972039562,40.50825308360943,351.6269723049428,0,0.0,543.7105246727793,53.412000000000006,33,933,81,1,4,0,0.0,
82,457.12244905102824,516.6043014221976,106.82400000000001,-178.20614972039562,61.437095057402296,340.3533943880349,0,0.0,543.7105246727793,53.412000000000006,32,932,82,2,4,0,0.0,
83,449.32096191504417,516.6043014221976,106.82400000000001,-178.20614972039562,64.14574260534611,335.2605547999947,0,0.0,543.7105246727793,53.412000000000006,31,931,83,3,4,0,0.0,
84,446.7901515307658,516.6043014221976,106.82400000000001,-178.20614972039562,66.71637157386385,335.30037338423404,0,0.0,543.7105246727793,53.412000000000006,30,930,84,4,4,0,0.0,
85,422.53336139580887,516.6043014221976,106.82400000000001,-178.20614972039562,93.39628288983866,337.72349456525194,0,0.0,543.7105246727793,53.412000000000006,29,929,85,5,4,0,0.0,
86,471.069087824138,516.6043014221976,106.82400000000001,-178.20614972039562,43.56862089791883,336.43155900166124,0,0.0,543.7105246727793,53.412000000000006,28,928,86,6,4,0,0.0,
87,453.8772952650934,516.6043014221976,106.82400000000001,-178.20614972039562,68.8856215001593,344.55676704485705,0,0.0,543.7105246727793,53.412000000000006,27,927,87,7,4,0,0.0,
88,442.4266618996848,516.6043014221976,106.82400000000001,-178.20614972039562,70.85782030525618,335.0783324845454,0,0.0,543.7105246727793,53.412000000000006,26,926,88,8,4,0,0.0,
89,451.0483501895198,516.6043014221976,106.82400000000001,-178.20614972039562,68.9189650420679,341.7611655111921,0,0.0,543.7105246727793,53.412000000000006,25,925,89,9,4,0,0.0,
90,445.5525803136008,516.6043014221976,106.82400000000001,-178.20614972039562,67.2565922278069,334.6030228210121,0,0.0,543.7105246727793,53.412000000000006,24,924,90,10,4,0,0.0,
91,483.7151757997312,516.6043014221976,106.82400000000001,-178.20614972039562,44.242966708014194,349.75199278734976,0,0.0,543.7105246727793,53.412000000000006,23,923,91,11,4,0,0.0,
92,521.1723282475559,521.1723282475559,106.82400000000001,-178.20614972039562,19.611759774451162,362.5779383016115,0,0.0,543.7105246727793,53.412000000000006,22,922,92,12,4,0,0.0,
93,505.93567913077084,521.1723282475559,106.82400000000001,-178.20614972039562,24.9474555559837,352.67698496635893,0,0.0,543.7105246727793,53.412000000000006,21,921,93,13,4,0,0.0,
94,516.19913891022,521.1723282475559,106.82400000000001,-178.20614972039562,25.42373888598927,363.41672807581364,0,0.0,543.7105246727793,53.412000000000006,20,920,94,14,4,0,0.0,
95,482.0640322372056,521.1723282475559,106.82400000000001,-178.20614972039562,40.45895717752453,344.31683969433453,0,0.0,543.7105246727793,53.412000000000006,19,919,95,15,4,0,0.0,
96,502.529091169589,521.1723282475559,106.82400000000001,-178.20614972039562,27.748612086048073,352.07155353524143,0,0.0,543.7105246727793,53.412000000000006,18,918,96,16,4,0,0.0,
97,500.54957934225024,521.1723282475559,106.82400000000001,-178.20614972039562,30.924250467502088,353.2676800893567,0,0.0,543.7105246727793,53.412000000000006,17,917,97,17,4,0,0.0,
98,531.4305925607314,531.4305925607314,106.82400000000001,-178.20614972039562,10.771560998948438,363.9960038392842,0,0.0,543.7105246727793,53.412000000000006,16,916,98,18,4,0,0.0,
99,445.57489214880803,531.4305925607314,106.82400000000001,-178.20614972039562,66.06115461823154,333.429897046644,0,0.0,543.7105246727793,53.412000000000006,15,915,99,19,4,0,0.0,
100,431.61022356253886,531.4305925607314,106.82400000000001,-132.8473821445359,33.546199494633385,332.3090409126363,0,0.0,496.35175709691964,53.412000000000006,34,914,100,0,5,0,0.0,ROLL_L
101,454.2416038852273,531.4305925607314,106.82400000000001,-132.8473821445359,31.478980942808015,352.87320268349936,0,0.0,496.35175709691964,53.412000000000006,33,913,101,1,5,0,0.0,
102,462.4815946338272,531.4305925607314,106.82400000000001,-132.8473821445359,21.199684987531448,350.83389747682276,0,0.0,496.35175709691964,53.412000000000006,32,912,102,2,5,0,0.0,
103,418.960019994007,531.4305925607314,106.82400000000001,-132.8473821445359,52.43641487720025,338.54905272667133,0,0.0,496.35175709691964,53.412000000000006,31,911,103,3,5,0,0.0,
104,440.43503210198253,531.4305925607314,106.82400000000001,-132.8473821445359,34.47767895807476,342.0653289155214,0,0.0,496.35175709691964,53.412000000000006,30,910,104,4,5,0,0.0,
105,445.30039220542596,531.4305925607314,106.82400000000001,-132.8473821445359,28.254702241487877,340.7077123023779,0,0.0,496.35175709691964,53.412000000000006,29,909,105,5,5,0,0.0,
106,440.24077865445486,531.4305925607314,106.82400000000001,-132.8473821445359,36.1174654609319,343.51086197085084,0,0.0,496.35175709691964,53.412000000000006,28,908,106,6,5,0,0.0,
107,454.96254683835076,531.4305925607314,106.82400000000001,-132.8473821445359,27.537190524746755,349.6523552185616,0,0.0,496.35175709691964,53.412000000000006,27,907,107,7,5,0,0.0,
108,472.6690796900539,531.4305925607314,106.82400000000001,-132.8473821445359,17.121336311268678,356.94303385678666,0,0.0,496.35175709691964,53.412000000000006,26,906,108,8,5,0,0.0,
109,478.22829664265106,531.4305925607314,106.82400000000001,-132.8473821445359,8.271415584062268,353.6523300821774,0,0.0,496.35175709691964,53.412000000000006,25,905,109,9,5,0,0.0,
110,479.39234961908375,531.4305925607314,106.82400000000001,-132.8473821445359,7.403460293471568,353.9484277680194,0,0.0,496.35175709691964,53.412000000000006,24,904,110,10,5,0,0.0,
111,469.6521550500094,531.4305925607314,106.82400000000001,-132.8473821445359,15.017685028156095,351.8224579336296,0,0.0,496.35175709691964,53.412000000000006,23,903,111,11,5,0,0.0,
112,459.09721105614295,531.4305925607314,106.82400000000001,-132.8473821445359,17.94808413242201,344.19791304402906,0,0.0,496.35175709691964,53.412000000000006,22,902,112,12,5,0,0.0,
113,464.5907337625066,531.4305925607314,106.82400000000001,-132.8473821445359,13.540588760314115,345.2839403782848,0,0.0,496.35175709691964,53.412000000000006,21,901,113,13,5,0,0.0,
114,442.10749613035654,531.4305925607314,106.82400000000001,-132.8473821445359,33.12271006882175,342.38282405464236,0,0.0,496.35175709691964,53.412000000000006,20,900,114,14,5,0,0.0,
115,421.3664255987987,531.4305925607314,106.82400000000001,-132.8473821445359,45.16454994043141,333.6835933946942,0,0.0,496.35175709691964,53.412000000000006,19,899,115,15,5,0,0.0,
116,440.9071169512913,531.4305925607314,106.82400000000001,-132.8473821445359,32.034918797750244,340.09465360450565,0,0.0,496.35175709691964,53.412000000000006,18,898,116,16,5,0,0.0,
117,437.70730150492193,531.4305925607314,106.82400000000001,-132.8473821445359,30.817598519368495,335.67751787975453,0,0.0,496.35175709691964,53.412000000000006,17,897,117,17,5,0,0.0,
118,425.85412640844027,531.4305925607314,106.82400000000001,-132.8473821445359,42.282859016784215,335.28960328068854,0,0.0,496.35175709691964,53.412000000000006,16,896,118,18,5,0,0.0,
119,444.2420354304249,531.4305925607314,106.82400000000001,-132.8473821445359,23.142723384936943,334.5373766708259,0,0.0,496.35175709691964,53.412000000000006,15,895,119,19,5,0,0.0,
120,441.49016850012174,531.4305925607314,106.82400000000001,-140.44754495741012,31.734461826401052,332.7770853691127,0,0.0,507.71369377514,53.412000000000006,34,894,120,0,6,0,0.0,ROLL_L
121,421.50190078590407,531.4305925607314,106.82400000000001,-140.44754495741012,53.16106388042886,334.2154197089228,0,0.0,507.71369377514,53.412000000000006,33,893,121,1,6,0,0.0,
122,411.28786753197375,531.4305925607314,106.82400000000001,-140.44754495741012,64.05583965627724,334.8961622308409,0,0.0,507.71369377514,53.412000000000006,32,892,122,2,6,0,0.0,
123,415.475940961444,531.4305925607314,106.82400000000001,-140.44754495741012,59.416766318593,334.44516232262686,0,0.0,507.71369377514,53.412000000000006,31,891,123,3,6,0,0.0,
124,454.68711628969385,531.4305925607314,106.82400000000001,-140.44754495741012,27.48176599603903,341.72133732832276,0,0.0,507.71369377514,53.412000000000006,30,890,124,4,6,0,0.0,
125,466.60172840792916,531.4305925607314,106.82400000000001,-140.44754495741012,26.87992294988681,353.03410640040585,0,0.0,507.71369377514,53.412000000000006,29,889,125,5,6,0,0.0,
126,469.2824422156491,531.4305925607314,106.82400000000001,-140.44754495741012,20.6866923945732,349.52158965281217,0,0.0,507.71369377514,53.412000000000006,28,888,126,6,6,0,0.0,
127,386.55180168461476,531.4305925607314,106.82400000000001,-140.44754495741012,91.82698105029422,337.93123777749884,0,0.0,507.71369377514,53.412000000000006,27,887,127,7,6,0,0.0,
128,378.64425078563244,531.4305925607314,106.82400000000001,-140.44754495741012,98.8277271765433,337.0244330047656,0,0.0,507.71369377514,53.412000000000006,26,886,128,8,6,0,0.0,
129,400.2827954097216,531.4305925607314,106.82400000000001,-140.44754495741012,78.29983745966919,338.1350879119807,0,0.0,507.71369377514,53.412000000000006,25,885,129,9,6,0,0.0,
130,422.7668300157831,531.4305925607314,106.82400000000001,-140.44754495741012,58.72628431197835,341.04556937035136,0,0.0,507.71369377514,53.412000000000006,24,884,130,10,6,0,0.0,
131,451.42213889824984,531.4305925607314,106.82400000000001,-140.44754495741012,34.14337733511962,345.11797127595935,0,0.0,507.71369377514,53.412000000000006,23,883,131,11,6,0,0.0,
132,464.842114444338,531.4305925607314,106.82400000000001,-140.44754495741012,22.33949156573823,346.7340610526661,0,0.0,507.71369377514,53.412000000000006,22,882,132,12,6,0,0.0,
133,457.3005035727026,531.4305925607314,106.82400000000001,-140.44754495741012,21.386827054158907,338.2397856694514,0,0.0,507.71369377514,53.412000000000006,21,881,133,13,6,0,0.0,
134,450.97899249980105,531.4305925607314,106.82400000000001,-140.44754495741012,32.161011350349106,342.69245889274004,0,0.0,507.71369377514,53.412000000000006,20,880,134,14,6,0,0.0,
135,440.37180300292073,531.4305925607314,106.82400000000001,-140.44754495741012,31.62926642576916,331.5535244712798,0,0.0,507.71369377514,53.412000000000006,19,879,135,15,6,0,0.0,
136,434.4957875337029,531.4305925607314,106.82400000000001,-140.44754495741012,42.19374572746526,336.2419883037581,0,0.0,507.71369377514,53.412000000000006,18,878,136,16,6,0,0.0,
137,458.6813579236051,531.4305925607314,106.82400000000001,-140.44754495741012,20.162950362629438,338.3967633288244,0,0.0,507.71369377514,53.412000000000006,17,877,137,17,6,0,0.0,
138,448.2383737446039,531.4305925607314,106.82400000000001,-140.44754495741012,27.93146160641158,335.72229039360536,0,0.0,507.71369377514,53.412000000000006,16,876,138,18,6,0,0.0,
139,433.2926628764308,531.4305925607314,106.82400000000001,-140.44754495741012,41.74114444272588,334.5862623617466,0,0.0,507.71369377514,53.412000000000006,15,875,139,19,6,0,0.0,
140,417.9315716332493,531.4305925607314,106.82400000000001,-115.35515856050677,27.59907529671809,330.1754883694606,0,0.0,480.6213073782366,53.412000000000006,34,874,140,0,7,0,0.0,ROLL_L
141,414.5922519617775,531.4305925607314,106.82400000000001,-115.35515856050677,43.08642098423299,342.3235143855037,0,0.0,480.6213073782366,53.412000000000006,33,873,141,1,7,0,0.0,
142,405.05937610010136,531.4305925607314,106.82400000000001,-115.35515856050677,46.72385706612673,336.42807460572135,0,0.0,480.6213073782366,53.412000000000006,32,872,142,2,7,0,0.0,
143,385.49744504909245,531.4305925607314,106.82400000000001,-115.35515856050677,62.41858754617082,332.5608740347565,0,0.0,480.6213073782366,53.412000000000006,31,871,143,3,7,0,0.0,
144,350.40857324349963,531.4305925607314,106.82400000000001,-115.35515856050677,100.20118712706987,335.25460181006275,0,0.0,480.6213073782366,53.412000000000006,30,870,144,4,7,0,0.0,
145,333.1407831832134,531.4305925607314,106.82400000000001,-115.35515856050677,118.85511282304616,336.6407374457528,0,0.0,480.6213073782366,53.412000000000006,29,869,145,5,7,0,0.0,
146,363.5120499864263,531.4305925607314,106.82400000000001,-115.35515856050677,85.84043064749767,333.9973220734172,0,0.0,480.6213073782366,53.412000000000006,28,868,146,6,7,0,0.0,
147,345.1321536598011,531.4305925607314,106.82400000000001,-115.35515856050677,105.64108467709212,335.41807977638643,0,0.0,480.6213073782366,53.412000000000006,27,867,147,7,7,0,0.0,
148,392.8252354369182,531.4305925607314,106.82400000000001,-115.35515856050677,54.001698431425574,331.471775307837,0,0.0,480.6213073782366,53.412000000000006,26,866,148,8,7,0,0.0,
149,389.46975724571087,531.4305925607314,106.82400000000001,-115.35515856050677,62.969033686115424,337.08363237131954,0,0.0,480.6213073782366,53.412000000000006,25,865,149,9,7,0,0.0,
150,435.77616073412446,531.4305925607314,106.82400000000001,-115.35515856050677,19.52127399116044,339.94227616477815,0,0.0,480.6213073782366,53.412000000000006,24,864,150,10,7,0,0.0,
151,422.75253782167476,531.4305925607314,106.82400000000001,-115.35515856050677,29.504792290578777,336.9021715517468,0,0.0,480.6213073782366,53.412000000000006,23,863,151,11,7,0,0.0,
152,439.0773824641085,531.4305925607314,106.82400000000001,-115.35515856050677,18.535741755471577,342.2579656590733,0,0.0,480.6213073782366,53.412000000000006,22,862,152,12,7,0,0.0,
153,419.97359137730376,531.4305925607314,106.82400000000001,-115.35515856050677,28.100935327640748,332.71936814443774,0,0.0,480.6213073782366,53.412000000000006,21,861,153,13,7,0,0.0,
