day,S,H,Flr,W,Pi,V,breach,depth,K_L,K_S1,T_L_rem,T_S1_rem,tS,tL,roll_count,breach_days,depth_sum,event
124,266.06472830844604,343.5448725018762,148.82697450037526,-168.99840531074247,98.07161623553199,195.13793923323556,0,0.0,364.49491597254945,60.0885,30,43,124,4,6,0,0.0,
125,253.4749340264338,343.5448725018762,148.82697450037526,-168.99840531074247,110.67069623182994,195.14722494752127,0,0.0,364.49491597254945,60.0885,29,42,125,5,6,0,0.0,
126,254.40922867721414,343.5448725018762,148.82697450037526,-168.99840531074247,109.7456872953353,195.15651066180698,0,0.0,364.49491597254945,60.0885,28,41,126,6,6,0,0.0,
127,260.6322644160876,343.5448725018762,148.82697450037526,-168.99840531074247,103.49408012789043,195.12793923323557,0,0.0,364.49491597254945,60.0885,27,40,127,7,6,0,0.0,
128,327.6938299729461,343.5448725018762,148.82697450037526,-168.99840531074247,36.46886727009218,195.1642919322958,0,0.0,364.49491597254945,60.0885,26,39,128,8,6,0,0.0,
129,340.8457789951523,343.5448725018762,148.82697450037526,-168.99840531074247,23.29199412025432,195.13936780466412,0,0.0,364.49491597254945,60.0885,25,38,129,9,6,0,0.0,
130,325.28728811244366,343.5448725018762,148.82697450037526,-168.99840531074247,38.787638587466816,195.07652138916802,0,0.0,364.49491597254945,60.0885,24,37,130,10,6,0,0.0,
131,326.4862791464786,343.5448725018762,148.82697450037526,-168.99840531074247,37.55019685560845,195.03807069134456,0,0.0,364.49491597254945,60.0885,23,36,131,11,6,0,0.0,
132,329.4545805875884,343.5448725018762,148.82697450037526,-168.99840531074247,34.54301328930596,194.99918856615187,0,0.0,364.49491597254945,60.0885,22,35,132,12,6,0,0.0,
133,252.20897802645246,343.5448725018762,148.82697450037526,-168.99840531074247,111.74593794609699,194.956510661807,0,0.0,364.49491597254945,60.0885,21,34,133,13,6,0,0.0,
134,247.90464971849525,343.5448725018762,148.82697450037526,-168.99840531074247,116.0927662540542,194.99901066180698,0,0.0,364.49491597254945,60.0885,20,33,134,14,6,0,0.0,
135,258.29944853687584,343.5448725018762,148.82697450037526,-168.99840531074247,105.74046743567361,195.04151066180697,0,0.0,364.49491597254945,60.0885,19,32,135,15,6,0,0.0,
136,272.92649794566057,343.5448725018762,148.82697450037526,-168.99840531074247,91.15591802688888,195.08401066180699,0,0.0,364.49491597254945,60.0885,18,31,136,16,6,0,0.0,
137,267.3214725998104,343.5448725018762,148.82697450037526,-168.99840531074247,96.80344337273903,195.12651066180698,0,0.0,364.49491597254945,60.0885,17,30,137,17,6,0,0.0,
138,270.12889721568314,343.5448725018762,148.82697450037526,-168.99840531074247,94.03851875686631,195.16901066180696,0,0.0,364.49491597254945,60.0885,16,29,138,18,6,0,0.0,
139,284.83587388590365,343.5448725018762,148.82697450037526,-168.99840531074247,79.3740420866458,195.21151066180698,0,0.0,364.49491597254945,60.0885,15,28,139,19,6,0,0.0,
140,307.37295489591406,343.5448725018762,148.82697450037526,-159.98238746849418,45.8634432343871,193.25401066180697,0,0.0,353.47889813030116,60.0885,34,27,140,0,7,0,0.0,ROLL_L
141,321.36885506345806,343.5448725018762,148.82697450037526,-159.98238746849418,31.910043066843105,193.296510661807,0,0.0,353.47889813030116,60.0885,33,26,141,1,7,0,0.0,
142,315.9854858812048,343.5448725018762,148.82697450037526,-159.98238746849418,37.280078915763035,193.28317732847364,0,0.0,353.47889813030116,60.0885,32,25,142,2,7,0,0.0,
143,301.40596281503804,343.5448725018762,148.82697450037526,-159.98238746849418,51.84626864859646,193.26984399514032,0,0.0,353.47889813030116,60.0885,31,24,143,3,7,0,0.0,
144,311.6345024606375,343.5448725018762,148.82697450037526,-159.98238746849418,41.60439566966364,193.25651066180697,0,0.0,353.47889813030116,60.0885,30,23,144,4,7,0,0.0,
145,315.4863148805515,343.5448725018762,148.82697450037526,-159.98238746849418,37.73924991641633,193.24317732847365,0,0.0,353.47889813030116,60.0885,29,22,145,5,7,0,0.0,
146,307.0461441347303,343.5448725018762,148.82697450037526,-157.7157208018275,39.132753995570866,188.46317732847365,0,0.0,353.47889813030116,138.17076486062865,28,167,0,6,8,0,0.0,ROLL_S
147,306.0021544670948,343.5448725018762,148.82697450037526,-157.7157208018275,40.230457948920666,188.51689161418795,0,0.0,353.47889813030116,138.17076486062865,27,166,1,7,8,0,0.0,
148,289.45562612399783,343.5448725018762,148.82697450037526,-157.7157208018275,56.8307005777319,188.57060589990223,0,0.0,353.47889813030116,138.17076486062865,26,165,2,8,8,0,0.0,
149,241.16599577174358,343.5448725018762,148.82697450037526,-157.7157208018275,100.38604521570043,183.8363201856165,0,0.0,353.47889813030116,138.17076486062865,25,164,3,9,8,0,0.0,
150,238.54778388774545,343.5448725018762,148.82697450037526,-157.7157208018275,103.08197138541286,183.9140344713308,0,0.0,353.47889813030116,138.17076486062865,24,163,4,10,8,0,0.0,
151,240.21207812907844,343.5448725018762,148.82697450037526,-157.7157208018275,101.49539142979415,183.9917487570451,0,0.0,353.47889813030116,138.17076486062865,23,162,5,11,8,0,0.0,
152,224.21327138041156,343.5448725018762,148.82697450037526,-157.7157208018275,115.41305532131818,181.91060589990224,0,0.0,353.47889813030116,138.17076486062865,22,161,6,12,8,0,0.0,
153,221.40675524027426,343.5448725018762,148.82697450037526,-157.7157208018275,118.3041428900269,181.99517732847366,0,0.0,353.47889813030116,138.17076486062865,21,160,7,13,8,0,0.0,
154,239.01918586559714,343.5448725018762,148.82697450037526,-157.7157208018275,102.9214265504183,184.22489161418792,0,0.0,353.47889813030116,138.17076486062865,20,159,8,14,8,0,0.0,
155,260.7089199530161,343.5448725018762,148.82697450037526,-157.7157208018275,83.22140674871363,186.21460589990224,0,0.0,353.47889813030116,138.17076486062865,19,158,9,15,8,0,0.0,
156,246.9918849208592,343.5448725018762,148.82697450037526,-157.7157208018275,95.67686055350447,184.95302467253617,0,0.0,353.47889813030116,138.17076486062865,18,157,10,16,8,0,0.0,
