day,S,H,Flr,W,Pi,V,breach,depth,K_L,K_S1,T_L_rem,T_S1_rem,tS,tL,roll_count,breach_days,depth_sum,event
157,253.11920430436038,343.5448725018762,148.82697450037526,-157.7157208018275,90.94255096879792,186.3460344713308,0,0.0,353.47889813030116,138.17076486062865,17,156,11,17,8,0,0.0,
158,249.0125915778363,343.5448725018762,148.82697450037526,-157.7157208018275,94.94152283679927,186.23839361280807,0,0.0,353.47889813030116,138.17076486062865,16,155,12,18,8,0,0.0,
159,247.6173960199513,343.5448725018762,148.82697450037526,-157.7157208018275,95.6253732474533,185.52704846557708,0,0.0,353.47889813030116,138.17076486062865,15,154,13,19,8,0,0.0,
160,224.04882501722378,343.5448725018762,148.82697450037526,-63.89297144133366,20.431323752583538,180.58717732847367,0,0.0,257.6561487698073,138.17076486062865,34,153,14,0,9,0,0.0,ROLL_L
161,217.49868191332146,343.5448725018762,148.82697450037526,-63.89297144133366,25.29210683403658,178.8978173060244,0,0.0,257.6561487698073,138.17076486062865,33,152,15,1,9,0,0.0,
162,245.26698889321594,343.5448725018762,148.82697450037526,-63.89297144133366,4.933428571428571,186.30744602331086,0,0.0,257.6561487698073,138.17076486062865,32,151,16,2,9,0,0.0,
163,242.27854889881104,343.5448725018762,148.82697450037526,-63.89297144133366,4.836142857142857,183.22172031462023,0,0.0,257.6561487698073,138.17076486062865,31,150,17,3,9,0,0.0,
164,248.87736442928409,343.5448725018762,148.82697450037526,-63.89297144133366,3.7785298560073386,188.76292284395777,0,0.0,257.6561487698073,138.17076486062865,30,149,18,4,9,0,0.0,
165,235.3234363499471,343.5448725018762,148.82697450037526,-63.89297144133366,11.649283848431656,183.07974875704508,0,0.0,257.6561487698073,138.17076486062865,29,148,19,5,9,0,0.0,
166,217.72066649401233,343.5448725018762,148.82697450037526,-63.89297144133366,25.7418571529236,179.5695522056023,0,0.0,257.6561487698073,138.17076486062865,28,147,20,6,9,0,0.0,
167,219.4602912283282,343.5448725018762,148.82697450037526,-63.89297144133366,25.46984256513732,181.03716235213187,0,0.0,257.6561487698073,138.17076486062865,27,146,21,7,9,0,0.0,
168,211.86731209760205,343.5448725018762,148.82697450037526,-63.89297144133366,31.26655095791955,179.24089161418794,0,0.0,257.6561487698073,138.17076486062865,26,145,22,8,9,0,0.0,
169,220.08776670239718,343.5448725018762,148.82697450037526,-63.89297144133366,25.153524924552997,181.3483201856165,0,0.0,257.6561487698073,138.17076486062865,25,144,23,9,9,0,0.0,
170,216.79268234524457,343.5448725018762,148.82697450037526,-63.89297144133366,26.5446092817056,179.4443201856165,0,0.0,257.6561487698073,138.17076486062865,24,143,24,10,9,0,0.0,
171,212.64762694220317,343.5448725018762,148.82697450037526,-63.89297144133366,30.791378970461285,179.5460344713308,0,0.0,257.6561487698073,138.17076486062865,23,142,25,11,9,0,0.0,
172,260.0265816348826,343.5448725018762,148.82697450037526,-63.89297144133366,0.515238095238093,196.648848288787,0,0.0,257.6561487698073,138.17076486062865,22,141,26,12,9,0,0.0,
173,276.12770808209643,343.5448725018762,148.82697450037526,-63.89297144133366,-0.87932988081013,211.35540675995264,0,0.0,257.6561487698073,138.17076486062865,21,140,27,13,9,0,0.0,
174,278.45092449626947,343.5448725018762,148.82697450037526,-63.89297144133366,-1.910000000000001,212.6479530549358,0,0.0,257.6561487698073,138.17076486062865,20,139,28,14,9,0,0.0,
175,271.3748634900066,343.5448725018762,148.82697450037526,-63.89297144133366,-0.45864198848858706,207.02325006018435,0,0.0,257.6561487698073,138.17076486062865,19,138,29,15,9,0,0.0,
176,264.50618548410324,343.5448725018762,148.82697450037526,-63.89297144133366,0.14729838661515426,200.76051242938473,0,0.0,257.6561487698073,138.17076486062865,18,137,30,16,9,0,0.0,
177,240.8684703368666,343.5448725018762,148.82697450037526,-63.89297144133366,7.036821290083568,184.01232018561652,0,0.0,257.6561487698073,138.17076486062865,17,136,31,17,9,0,0.0,
178,235.22480081920324,343.5448725018762,148.82697450037526,-63.89297144133366,12.758205093461223,184.0900344713308,0,0.0,257.6561487698073,138.17076486062865,16,135,32,18,9,0,0.0,
179,231.0493650314878,343.5448725018762,148.82697450037526,-63.89297144133366,15.328141761083488,182.48453535123764,0,0.0,257.6561487698073,138.17076486062865,15,134,33,19,9,0,0.0,
180,227.28652454004288,343.5448725018762,148.82697450037526,-69.61632589257562,22.608407252434972,180.27860589990223,0,0.0,261.3795032210493,138.17076486062865,34,133,34,0,10,0,0.0,ROLL_L
181,210.12614502787133,343.5448725018762,148.82697450037526,-69.61632589257562,38.05335819317794,178.56317732847367,0,0.0,261.3795032210493,138.17076486062865,33,132,35,1,10,0,0.0,
182,206.55371931327733,343.5448725018762,148.82697450037526,-69.61632589257562,40.85673479888554,177.79412821958726,0,0.0,261.3795032210493,138.17076486062865,32,131,36,2,10,0,0.0,
183,199.92937601898828,343.5448725018762,148.82697450037526,-69.61632589257562,45.83211693049331,176.14516705690596,0,0.0,261.3795032210493,138.17076486062865,31,130,37,3,10,0,0.0,
184,194.848723246103,343.5448725018762,148.82697450037526,-69.61632589257562,49.260486647022496,174.49288400054988,0,0.0,261.3795032210493,138.17076486062865,30,129,38,4,10,0,0.0,
185,183.74919316628618,343.5448725018762,148.82697450037526,-69.61632589257562,56.864221105334785,170.99708837904535,0,0.0,261.3795032210493,138.17076486062865,29,128,39,5,10,0,0.0,
186,200.3532806841416,343.5448725018762,148.82697450037526,-69.61632589257562,45.63802871948438,176.37498351105035,0,0.0,261.3795032210493,138.17076486062865,28,127,40,6,10,0,0.0,
187,193.63314760901432,343.5448725018762,148.82697450037526,-69.61632589257562,50.05810946111113,174.07493117754984,0,0.0,261.3795032210493,138.17076486062865,27,126,41,7,10,0,0.0,
188,190.07518081830298,343.5448725018762,148.82697450037526,-69.61632589257562,53.52042831710723,173.97928324283458,0,0.0,261.3795032210493,138.17076486062865,26,125,42,8,10,0,0.0,
189,200.1769245222468,343.5448725018762,148.82697450037526,-69.61632589257562,46.02627840836182,176.58687703803298,0,0.0,261.3795032210493,138.17076486062865,25,124,43,9,10,0,0.0,
190,203.4154305715329,343.5448725018762,148.82697450037526,-69.61632589257562,43.081002890593965,176.88010756955126,0,0.0,261.3795032210493,138.17076486062865,24,123,44,10,10,0,0.0,
191,193.6512018174151,343.5448725018762,148.82697450037526,-69.61632589257562,50.48911643268378,174.52399235752327,0,0.0,261.3795032210493,138.17076486062865,23,122,45,11,10,0,0.0,
192,214.98421844462018,343.5448725018762,148.82697450037526,-69.61632589257562,34.01914924145521,179.38704179349978,0,0.0,261.3795032210493,138.17076486062865,22,121,46,12,10,0,0.0,
193,209.6550933292057,343.5448725018762,148.82697450037526,-69.61632589257562,39.11999341651173,179.1587608531418,0,0.0,261.3795032210493,138.17076486062865,21,120,47,13,10,0,0.0,
194,207.42093056312356,343.5448725018762,148.82697450037526,-69.61632589257562,41.199831236444425,179.00443590699237,0,0.0,261.3795032210493,138.17076486062865,20,119,48,14,10,0,0.0,
195,199.66951421452106,343.5448725018762,148.82697450037526,-69.61632589257562,46.914927044448426,176.96811536639387,0,0.0,261.3795032210493,138.17076486062865,19,118,49,15,10,0,0.0,
196,206.24262714286627,343.5448725018762,148.82697450037526,-69.61632589257562,41.77341879934235,178.399720049633,0,0.0,261.3795032210493,138.17076486062865,18,117,50,16,10,0,0.0,
197,240.42655182232215,343.5448725018762,148.82697450037526,-69.61632589257562,12.310000282114999,183.12022621186154,0,0.0,261.3795032210493,138.17076486062865,17,116,51,17,10,0,0.0,
198,252.85456795706045,343.5448725018762,148.82697450037526,-69.61632589257562,3.4713516078139364,186.70959367229878,0,0.0,261.3795032210493,138.17076486062865,16,115,52,18,10,0,0.0,
199,244.1190530891299,343.5448725018762,148.82697450037526,-69.61632589257562,8.952880865579566,183.45560806213385,0,0.0,261.3795032210493,138.17076486062865,15,114,53,19,10,0,0.0,
200,233.74217866520726,343.5448725018762,148.82697450037526,-79.04032813651469,26.16481517278665,180.86666570147923,0,0.0,268.80350546498835,138.17076486062865,34,113,54,0,11,0,0.0,ROLL_L
201,231.74557378313028,343.5448725018762,148.82697450037526,-79.04032813651469,27.644656636828472,180.34990228344407,0,0.0,268.80350546498835,138.17076486062865,33,112,55,1,11,0,0.0,
202,224.03927332913395,343.5448725018762,148.82697450037526,-79.04032813651469,34.601524964559715,179.60047015717896,0,0.0,268.80350546498835,138.17076486062865,32,111,56,2,11,0,0.0,
203,204.31647849116845,343.5448725018762,148.82697450037526,-79.04032813651469,50.998081219911256,176.27423157456502,0,0.0,268.80350546498835,138.17076486062865,31,110,57,3,11,0,0.0,
204,197.46887981564765,343.5448725018762,148.82697450037526,-79.04032813651469,56.77209565213399,175.20064733126696,0,0.0,268.80350546498835,138.17076486062865,30,109,58,4,11,0,0.0,
205,190.07540115155467,343.5448725018762,148.82697450037526,-79.04032813651469,62.34337115059968,173.37844416563968,0,0.0,268.80350546498835,138.17076486062865,29,108,59,5,11,0,0.0,
206,206.37157379794644,343.5448725018762,148.82697450037526,-79.04032813651469,49.77925129476754,177.11049695619928,0,0.0,268.80350546498835,138.17076486062865,28,107,60,6,11,0,0.0,
207,206.07438521714354,343.5448725018762,148.82697450037526,-79.04032813651469,50.05907214723233,177.0931292278612,0,0.0,268.80350546498835,138.17076486062865,27,106,61,7,11,0,0.0,
208,213.14018944287898,343.5448725018762,148.82697450037526,-79.04032813651469,44.240436136016484,178.34029744238077,0,0.0,268.80350546498835,138.17076486062865,26,105,62,8,11,0,0.0,
209,206.4841237322917,343.5448725018762,148.82697450037526,-79.04032813651469,49.87886325520646,177.32265885098346,0,0.0,268.80350546498835,138.17076486062865,25,104,63,9,11,0,0.0,
210,190.97467695299088,343.5448725018762,148.82697450037526,-79.04032813651469,62.09977152416508,174.03412034064127,0,0.0,268.80350546498835,138.17076486062865,24,103,64,10,11,0,0.0,
211,156.89785423014047,343.5448725018762,148.82697450037526,-79.04032813651469,82.79000523898421,160.64753133261,0,0.0,268.80350546498835,138.17076486062865,23,102,65,11,11,0,0.0,
212,164.11469002507374,343.5448725018762,148.82697450037526,-79.04032813651469,79.72536708715833,164.7997289757174,0,0.0,268.80350546498835,138.17076486062865,22,101,66,12,11,0,0.0,
213,150.6672275383307,343.5448725018762,148.82697450037526,-79.04032813651469,85.12189852596202,156.74879792777804,0,0.0,268.80350546498835,138.17076486062865,21,100,67,13,11,0,0.0,
214,146.46891322419523,343.5448725018762,148.82697450037526,-79.04032813651469,85.98810131468127,153.41668640236182,0,0.0,268.80350546498835,138.17076486062865,20,99,68,14,11,0,0.0,
215,139.28368238659715,343.5448725018762,148.82697450037526,-79.04032813651469,87.60872944293666,147.85208369301913,1,0.9748908073561324,268.80350546498835,138.17076486062865,19,98,69,15,11,1,0.9748908073561324,BREACH
216,132.67588370178655,343.5448725018762,148.82697450037526,-79.04032813651469,87.68301782375957,141.31857338903143,1,7.508401111343829,268.80350546498835,138.17076486062865,18,97,70,16,11,2,8.483291918699962,BREACH
217,135.92123282003885,343.5448725018762,148.82697450037526,-79.04032813651469,87.6562379964897,144.53714268001386,1,4.2898318203614,268.80350546498835,138.17076486062865,17,96,71,17,11,3,12.773123739061361,BREACH
218,107.25209690868475,343.5448725018762,148.82697450037526,-79.04032813651469,68.22395841147792,96.43572718364798,1,52.391247316727274,268.80350546498835,138.17076486062865,16,95,72,18,11,4,65.16437105578864,BREACH
219,104.54628973968916,343.5448725018762,148.82697450037526,-79.04032813651469,77.3879658065478,102.89392740972227,1,45.93304709065299,268.80350546498835,138.17076486062865,15,94,73,19,11,5,111.09741814644163,BREACH
220,106.96914313132908,343.5448725018762,148.82697450037526,79.30234416436036,-73.98319368249605,112.28829361319339,1,29.357288766820275,123.01451460102842,138.17076486062865,34,93,74,0,12,6,140.4547069132619,"ROLL_L,BREACH"
221,109.91930022175178,343.5448725018762,148.82697450037526,79.30234416436036,-66.51967378375686,122.70197060235527,1,26.125003898019983,123.01451460102842,138.17076486062865,33,92,75,1,12,7,166.57971081128187,BREACH
222,109.3736099634415,343.5448725018762,148.82697450037526,79.30234416436036,-67.51361259341158,121.16234153439026,1,27.664632965984993,123.01451460102842,138.17076486062865,32,91,76,2,12,8,194.24434377726686,BREACH
223,113.79974844378903,343.5448725018762,148.82697450037526,79.30234416436036,-60.36573871391559,132.73635389423382,1,16.090620606141442,123.01451460102842,138.17076486062865,31,90,77,3,12,9,210.3349643834083,BREACH
224,110.62884770219225,343.5448725018762,148.82697450037526,79.30234416436036,-65.13143577565532,124.79975609089729,1,24.027218409477967,123.01451460102842,138.17076486062865,30,89,78,4,12,10,234.36218279288627,BREACH
225,111.95262417522447,343.5448725018762,148.82697450037526,79.30234416436036,-62.74629814480088,128.50867019478395,1,20.31830430559131,123.01451460102842,138.17076486062865,29,88,79,5,12,11,254.68048709847758,BREACH
226,107.03870730620352,343.5448725018762,148.82697450037526,79.30234416436036,-70.4292384032037,115.91181306736019,1,32.91516143301507,123.01451460102842,138.17076486062865,28,87,80,6,12,12,287.59564853149266,BREACH
227,102.1893043463439,343.5448725018762,148.82697450037526,79.30234416436036,-76.36530330614518,105.12634520455909,1,43.70062929581617,123.01451460102842,138.17076486062865,27,86,81,7,12,13,331.2962778273088,BREACH
228,105.57082850545848,343.5448725018762,148.82697450037526,79.30234416436036,-70.31068261760623,114.56249005221261,1,34.26448444816265,123.01451460102842,138.17076486062865,26,85,82,8,12,14,365.56076227547146,BREACH
229,105.41085780183977,343.5448725018762,148.82697450037526,79.30234416436036,-71.74176829786185,112.97143366833828,1,35.85554083203698,123.01451460102842,138.17076486062865,25,84,83,9,12,15,401.41630310750844,BREACH
230,113.14643183505247,343.5448725018762,148.82697450037526,79.30234416436036,-57.884328607622884,134.56444739178994,1,14.262527108585317,123.01451460102842,138.17076486062865,24,83,84,10,12,16,415.67883021609373,BREACH
231,102.4988494545311,343.5448725018762,148.82697450037526,79.30234416436036,-75.78027964174116,106.0209139771503,1,42.80606052322496,123.01451460102842,138.17076486062865,23,82,85,11,12,17,458.4848907393187,BREACH
232,105.99068787306454,343.5448725018762,148.82697450037526,79.30234416436036,-65.83638822877359,119.45664380865131,1,29.37033069172395,123.01451460102842,138.17076486062865,22,81,86,12,12,18,487.85522143104265,BREACH
233,103.38642764140829,343.5448725018762,148.82697450037526,79.30234416436036,-73.01781668554761,109.67095512022104,1,39.15601938015422,123.01451460102842,138.17076486062865,21,80,87,13,12,19,527.0112408111969,BREACH
234,104.56062680111478,343.5448725018762,148.82697450037526,79.30234416436036,-72.39321290137457,111.46975806410057,1,37.35721643627468,123.01451460102842,138.17076486062865,20,79,88,14,12,20,564.3684572474716,BREACH
235,94.30361800837954,343.5448725018762,148.82697450037526,79.30234416436036,-92.0225326922401,81.5834294804998,1,67.24354501987546,123.01451460102842,138.17076486062865,19,78,89,15,12,21,631.6120022673471,BREACH
236,91.5797791511445,343.5448725018762,148.82697450037526,79.30234416436036,-95.88098069392014,75.00114262158475,1,73.82583187879051,123.01451460102842,138.17076486062865,18,77,90,16,12,22,705.4378341461376,BREACH
237,93.12994186087153,343.5448725018762,148.82697450037526,79.30234416436036,-89.16106163913165,83.27122438610024,1,65.55575011427501,123.01451460102842,138.17076486062865,17,76,91,17,12,23,770.9935842604126,BREACH
238,105.99937139958345,343.5448725018762,148.82697450037526,79.30234416436036,-64.98358609929954,120.31812946464427,1,28.508845035730985,123.01451460102842,138.17076486062865,16,75,92,18,12,24,799.5024292961436,BREACH
239,104.58155735461571,343.5448725018762,148.82697450037526,79.30234416436036,-70.69845375376572,113.18544776521036,1,35.6415267351649,123.01451460102842,138.17076486062865,15,74,93,19,12,25,835.1439560313086,BREACH
240,106.15901611665802,343.5448725018762,148.82697450037526,79.3506593422871,-68.28228618473278,117.22738927421236,1,28.0880093966622,122.08286853415672,138.17076486062865,34,73,94,0,13,26,863.2319654279707,"ROLL_L,BREACH"
241,101.1863900860579,343.5448725018762,148.82697450037526,79.3506593422871,-76.30987279020302,104.22717663814198,1,44.599797862233274,122.08286853415672,138.17076486062865,33,72,95,1,13,27,907.831763290204,BREACH
242,101.38938513768161,343.5448725018762,148.82697450037526,79.3506593422871,-75.63957509303583,105.1004693869329,1,43.72650511344236,122.08286853415672,138.17076486062865,32,71,96,2,13,28,951.5582684036464,BREACH
243,105.31697174361688,343.5448725018762,148.82697450037526,79.3506593422871,-69.52488541725918,115.14274566864478,1,33.68422883173048,122.08286853415672,138.17076486062865,31,70,97,3,13,29,985.2424972353768,BREACH
244,100.2930990142818,343.5448725018762,148.82697450037526,79.3506593422871,-74.395,105.2487583565689,1,43.57821614380636,122.08286853415672,138.17076486062865,30,69,98,4,13,30,1028.8207133791832,BREACH
245,116.04749174074833,343.5448725018762,148.82697450037526,79.3506593422871,-51.63427095188989,143.76388013114553,1,5.063094369229731,122.08286853415672,138.17076486062865,29,68,99,5,13,31,1033.883807748413,BREACH
246,123.85849166300197,343.5448725018762,148.82697450037526,79.3506593422871,-39.69464285714286,163.5145081481462,0,0.0,122.08286853415672,138.17076486062865,28,67,100,6,13,31,1033.883807748413,
247,123.04463333683083,343.5448725018762,148.82697450037526,79.3506593422871,-46.18012980962801,156.21516286948992,0,0.0,122.08286853415672,138.17076486062865,27,66,101,7,13,31,1033.883807748413,
248,133.9225846962621,343.5448725018762,148.82697450037526,79.3506593422871,-31.265714285714285,182.0075297528349,0,0.0,122.08286853415672,138.17076486062865,26,65,102,8,13,31,1033.883807748413,
249,144.3830744345454,343.5448725018762,148.82697450037526,79.3506593422871,-23.887857142857143,199.84587663397534,0,0.0,122.08286853415672,138.17076486062865,25,64,103,9,13,31,1033.883807748413,
250,143.95096103066956,343.5448725018762,148.82697450037526,79.3506593422871,-23.69142857142857,199.61019180152812,0,0.0,122.08286853415672,138.17076486062865,24,63,104,10,13,31,1033.883807748413,
251,140.7184273566443,343.5448725018762,148.82697450037526,79.3506593422871,-27.140000000000004,192.9290866989314,0,0.0,122.08286853415672,138.17076486062865,23,62,105,11,13,31,1033.883807748413,
252,146.13513031468048,343.5448725018762,148.82697450037526,79.3506593422871,-23.298571428571428,202.18721822839618,0,0.0,122.08286853415672,138.17076486062865,22,61,106,12,13,31,1033.883807748413,
253,139.48905875784163,343.5448725018762,148.82697450037526,79.3506593422871,-26.777142857142863,192.06257524298587,0,0.0,122.08286853415672,138.17076486062865,21,60,107,13,13,31,1033.883807748413,
254,130.4269685856348,343.5448725018762,148.82697450037526,64.31768808549259,-21.614526140726227,173.13013053040117,0,0.0,149.99101387348,138.17076486062865,34,59,108,0,14,31,1033.883807748413,ROLL_L
255,117.7596238252984,343.5448725018762,148.82697450037526,64.31768808549259,-21.18660714285715,160.89070476793384,0,0.0,149.99101387348,138.17076486062865,33,58,109,1,14,31,1033.883807748413,
256,119.7039128271721,343.5448725018762,148.82697450037526,64.31768808549259,-24.014788284065204,160.0068126285995,0,0.0,149.99101387348,138.17076486062865,32,57,110,2,14,31,1033.883807748413,
257,131.71769383914142,343.5448725018762,148.82697450037526,64.31768808549259,-20.212142857142855,175.82323906749116,0,0.0,149.99101387348,138.17076486062865,31,56,111,3,14,31,1033.883807748413,
258,151.0894956057501,343.5448725018762,148.82697450037526,64.31768808549259,-10.395000000000003,205.01218369124268,0,0.0,149.99101387348,138.17076486062865,30,55,112,4,14,31,1033.883807748413,
259,153.93263000644632,343.5448725018762,148.82697450037526,64.31768808549259,-9.789263942713005,208.4610541492259,0,0.0,149.99101387348,138.17076486062865,29,54,113,5,14,31,1033.883807748413,
260,162.25461673087904,343.5448725018762,148.82697450037526,64.31768808549259,-7.516071428571428,219.0562333878002,0,0.0,149.99101387348,138.17076486062865,28,53,114,6,14,31,1033.883807748413,
261,160.40069342297383,343.5448725018762,148.82697450037526,64.31768808549259,-8.965755308932344,215.75262619953406,0,0.0,149.99101387348,138.17076486062865,27,52,115,7,14,31,1033.883807748413,
262,160.11269427549024,343.5448725018762,148.82697450037526,64.31768808549259,-8.64142857142857,215.78895378955426,0,0.0,149.99101387348,138.17076486062865,26,51,116,8,14,31,1033.883807748413,
263,156.53130769175016,343.5448725018762,148.82697450037526,64.31768808549259,-8.542619047619048,212.3063767296237,0,0.0,149.99101387348,138.17076486062865,25,50,117,9,14,31,1033.883807748413,
264,160.11928920731918,343.5448725018762,148.82697450037526,64.31768808549259,-8.443809523809524,215.99316776900224,0,0.0,149.99101387348,138.17076486062865,24,49,118,10,14,31,1033.883807748413,
265,174.2826928529135,343.5448725018762,148.82697450037526,64.31768808549259,-6.139901242172309,232.4604796962338,0,0.0,149.99101387348,138.17076486062865,23,48,119,11,14,31,1033.883807748413,
266,175.6328562499277,343.5448725018762,148.82697450037526,64.31768808549259,-6.901346536756471,233.0491977986638,0,0.0,149.99101387348,138.17076486062865,22,47,120,12,14,31,1033.883807748413,
267,171.20190659719654,343.5448725018762,148.82697450037526,64.31768808549259,-5.928571428571427,229.59102325411772,0,0.0,149.99101387348,138.17076486062865,21,46,121,13,14,31,1033.883807748413,
268,179.05951345227294,343.5448725018762,148.82697450037526,64.31768808549259,-4.957142857142858,238.42005868062267,0,0.0,149.99101387348,138.17076486062865,20,45,122,14,14,31,1033.883807748413,
269,172.3073429820075,343.5448725018762,148.82697450037526,64.31768808549259,-5.827857142857143,230.79717392464295,0,0.0,149.99101387348,138.17076486062865,19,44,123,15,14,31,1033.883807748413,
270,167.05880240216598,343.5448725018762,148.82697450037526,64.31768808549259,-6.926513972305086,224.44997651535348,0,0.0,149.99101387348,138.17076486062865,18,43,124,16,14,31,1033.883807748413,
271,160.85513881269017,343.5448725018762,148.82697450037526,64.31768808549259,-7.683998905563621,217.48882799261915,0,0.0,149.99101387348,138.17076486062865,17,42,125,17,14,31,1033.883807748413,
272,158.44686660560282,343.5448725018762,148.82697450037526,64.31768808549259,-7.669003219243861,215.09555147185156,0,0.0,149.99101387348,138.17076486062865,16,41,126,18,14,31,1033.883807748413,
273,183.62028851028427,343.5448725018762,148.82697450037526,64.31768808549259,-5.283904670833511,242.65407192494334,0,0.0,149.99101387348,138.17076486062865,15,40,127,19,14,31,1033.883807748413,
274,182.28769256693747,343.5448725018762,148.82697450037526,37.032700693014725,20.420296742183464,239.74069000213566,0,0.0,209.63084645197807,138.17076486062865,34,39,128,0,15,31,1033.883807748413,ROLL_L
275,172.36025589359306,343.5448725018762,148.82697450037526,37.032700693014725,28.896304844099294,238.28926143070709,0,0.0,209.63084645197807,138.17076486062865,33,38,129,1,15,31,1033.883807748413,
276,161.65971545908178,343.5448725018762,148.82697450037526,37.032700693014725,37.366310333240484,236.058726485337,0,0.0,209.63084645197807,138.17076486062865,32,37,130,2,15,31,1033.883807748413,
277,171.2719196641243,343.5448725018762,148.82697450037526,37.032700693014725,30.401783930710906,238.70640428784995,0,0.0,209.63084645197807,138.17076486062865,31,36,131,3,15,31,1033.883807748413,
278,162.0144369557032,343.5448725018762,148.82697450037526,37.032700693014725,37.742123781989164,236.78926143070709,0,0.0,209.63084645197807,138.17076486062865,30,35,132,4,15,31,1033.883807748413,
279,161.2994763959025,343.5448725018762,148.82697450037526,37.032700693014725,37.85142868027059,236.1836057691878,0,0.0,209.63084645197807,138.17076486062865,29,34,133,5,15,31,1033.883807748413,
280,158.02222700876843,343.5448725018762,148.82697450037526,37.032700693014725,40.071119443209646,235.1260471449928,0,0.0,209.63084645197807,138.17076486062865,28,33,134,6,15,31,1033.883807748413,
281,154.65166296944767,343.5448725018762,148.82697450037526,37.032700693014725,42.78020659304376,234.46457025550615,0,0.0,209.63084645197807,138.17076486062865,27,32,135,7,15,31,1033.883807748413,
282,157.67607040692644,343.5448725018762,148.82697450037526,37.032700693014725,40.94227604505163,235.6510471449928,0,0.0,209.63084645197807,138.17076486062865,26,31,136,8,15,31,1033.883807748413,
283,170.74198484305956,343.5448725018762,148.82697450037526,37.032700693014725,32.16886160891852,239.9435471449928,0,0.0,209.63084645197807,138.17076486062865,25,30,137,9,15,31,1033.883807748413,
284,158.3739814765244,343.5448725018762,148.82697450037526,37.032700693014725,40.76936497545368,236.17604714499282,0,0.0,209.63084645197807,138.17076486062865,24,29,138,10,15,31,1033.883807748413,
285,156.6523915729223,343.5448725018762,148.82697450037526,37.032700693014725,42.75345487905577,236.4385471449928,0,0.0,209.63084645197807,138.17076486062865,23,28,139,11,15,31,1033.883807748413,
286,144.82496583212767,343.5448725018762,148.82697450037526,37.032700693014725,48.9233806198504,230.7810471449928,0,0.0,209.63084645197807,138.17076486062865,22,27,140,12,15,31,1033.883807748413,
287,141.43164397509793,343.5448725018762,148.82697450037526,37.032700693014725,48.63920247688015,227.1035471449928,0,0.0,209.63084645197807,138.17076486062865,21,26,141,13,15,31,1033.883807748413,
288,139.08027691298508,343.5448725018762,148.82697450037526,37.032700693014725,51.40723620565966,227.52021381165946,0,0.0,209.63084645197807,138.17076486062865,20,25,142,14,15,31,1033.883807748413,
289,136.6843077401584,343.5448725018762,148.82697450037526,37.032700693014725,49.250174468285365,222.9671829014585,0,0.0,209.63084645197807,138.17076486062865,19,24,143,15,15,31,1033.883807748413,
290,156.3781657396537,343.5448725018762,148.82697450037526,37.032700693014725,44.42268071232438,237.8335471449928,0,0.0,209.63084645197807,138.17076486062865,18,23,144,16,15,31,1033.883807748413,
291,157.38718408639932,343.5448725018762,148.82697450037526,37.032700693014725,43.70366236557876,238.1235471449928,0,0.0,209.63084645197807,138.17076486062865,17,22,145,17,15,31,1033.883807748413,
292,147.1928810792335,343.5448725018762,148.82697450037526,25.399367359681392,55.137965372744574,227.7302138116595,0,0.0,209.63084645197807,66.23679648565508,16,167,0,18,16,31,1033.883807748413,ROLL_S
293,155.7022849184169,343.5448725018762,148.82697450037526,25.399367359681392,48.045132962132605,229.1467852402309,0,0.0,209.63084645197807,66.23679648565508,15,166,1,19,16,31,1033.883807748413,
294,116.4934223663989,343.5448725018762,148.82697450037526,106.03192896484978,7.095428571428574,229.62077990267727,0,0.0,133.96743572135873,66.23679648565508,34,165,2,0,17,31,1033.883807748413,ROLL_L
295,114.49886981564444,343.5448725018762,148.82697450037526,106.03192896484978,14.668142857142858,235.1989416376371,0,0.0,133.96743572135873,66.23679648565508,33,164,3,1,17,31,1033.883807748413,
296,114.58069064911248,343.5448725018762,148.82697450037526,106.03192896484978,14.610857142857144,235.22347675681942,0,0.0,133.96743572135873,66.23679648565508,32,163,4,2,17,31,1033.883807748413,
297,112.30284951970535,343.5448725018762,148.82697450037526,106.03192896484978,15.576355152297566,233.9111336368527,0,0.0,133.96743572135873,66.23679648565508,31,162,5,3,17,31,1033.883807748413,
298,112.43486198983291,343.5448725018762,148.82697450037526,106.03192896484978,15.662217670482303,234.129008625165,0,0.0,133.96743572135873,66.23679648565508,30,161,6,4,17,31,1033.883807748413,
299,108.41372201554184,343.5448725018762,148.82697450037526,106.03192896484978,17.724500000000003,232.17015098039164,0,0.0,133.96743572135873,66.23679648565508,29,160,7,5,17,31,1033.883807748413,
300,104.21774117424164,343.5448725018762,148.82697450037526,106.03192896484978,22.833207933684943,233.08287807277637,0,0.0,133.96743572135873,66.23679648565508,28,159,8,6,17,31,1033.883807748413,
301,98.91317408156125,343.5448725018762,148.82697450037526,106.03192896484978,29.97983943881666,234.9249424852277,0,0.0,133.96743572135873,66.23679648565508,27,158,9,7,17,31,1033.883807748413,
302,95.18885056383772,343.5448725018762,148.82697450037526,106.03192896484978,34.11142857142857,235.33220810011608,0,0.0,133.96743572135873,66.23679648565508,26,157,10,8,17,31,1033.883807748413,
303,95.4292245090373,343.5448725018762,148.82697450037526,106.03192896484978,34.19657142857143,235.65772490245848,0,0.0,133.96743572135873,66.23679648565508,25,156,11,9,17,31,1033.883807748413,
